coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,price_ma_3,price_ma_7,price_volatility_3,price_volatility_7,liquidity_ratio
Dopex,DPX,0.02848078002251382,0.8898623279098873,0.5625511038430089,0.10936895083236542,5.313573216736422e-05,0.00018833762838738822,2022-03-17,0.027901411228801846,0.027901411228801846,0.0008193512056832161,0.0008193512056832161,0.28212869883532804
Dopex Rebate Token,RDPX,0.002461346906248756,0.9511889862327909,0.5609157808667211,0.12988772744870303,6.03819257303925e-05,3.1937120558036985e-05,2022-03-16,0.002461346906248756,0.002461346906248756,0.0,0.0,1.8905910765997733
Dopex Rebate Token,RDPX,0.0025666425747877,0.8648310387984982,0.570727718724448,0.12582268679829653,3.401063349807232e-05,4.1355759940678094e-05,2022-03-17,0.0025139947405182278,0.0025139947405182278,7.445528125345868e-05,7.445528125345868e-05,0.8223718092727037
Dvision Network,DVI,8.460167267652918e-06,0.8948685857321652,0.5650040883074406,0.07530003871467286,1.5430784105741554e-05,2.6002069287255444e-05,2022-03-16,8.460167267652918e-06,8.460167267652918e-06,0.0,0.0,0.5934216432405712
Dvision Network,DVI,9.23753558923271e-06,0.8911138923654569,0.6026165167620604,0.08710801393728221,4.208870806091515e-05,3.43967137494184e-05,2022-03-17,8.848851428442814e-06,8.848851428442814e-06,5.496824116686755e-07,5.496824116686755e-07,1.223590276014399
ECOMI,OMI,8.265515913596711e-08,0.904881101376721,0.5502861815208503,0.06562137049941927,5.9446808289870595e-05,0.0024628665107460147,2022-03-16,8.265515913596711e-08,8.265515913596711e-08,0.0,0.0,0.024137233541995876
ECOMI,OMI,8.226391648452511e-08,0.8823529411764707,0.5224856909239575,0.05903987611304682,6.35573826768783e-05,0.002456943599756704,2022-03-17,8.245953781024611e-08,8.245953781024611e-08,2.7665033192404267e-10,2.7665033192404267e-10,0.02586846389746517
EOS,EOS,4.997905000782619e-05,0.904881101376721,0.5543744889615698,0.11730545876887338,0.005831166726800185,0.0025172635540811244,2022-03-16,4.997905000782619e-05,4.997905000782619e-05,0.0,0.0,2.3164695650865874
EOS,EOS,5.070690025118294e-05,0.8886107634543179,0.5380212591986917,0.10975609756097558,0.003940631204904441,0.002571677719581599,2022-03-17,5.034297512950457e-05,5.034297512950457e-05,5.146678427658322e-07,5.146678427658322e-07,1.5323186270894542
Electroneum,ETN,1.2341092733701635e-07,0.902377972465582,0.5494685200327064,0.10472319008904372,3.0526986173918933e-06,3.050248103561206e-05,2022-03-16,1.2341092733701635e-07,1.2341092733701635e-07,0.0,0.0,0.10007705723251531
Electroneum,ETN,1.2650542112566377e-07,0.8886107634543179,0.5486508585445625,0.09833526906697636,3.2715474439641257e-06,3.562263862494357e-05,2022-03-17,1.2495817423134007e-07,1.2495817423134007e-07,2.1881375422922317e-09,2.1881375422922317e-09,0.09183642014809226
Ellipsis,EPS,3.996504341893724e-06,0.8986232790988735,0.5576451349141455,0.11614401858304295,0.00014083511443935867,4.7499331273654776e-05,2022-03-16,3.996504341893724e-06,3.996504341893724e-06,0.0,0.0,2.96492909971494
Ellipsis,EPS,4.039617337975223e-06,0.8798498122653317,0.5380212591986917,0.10240030971738288,9.744919329285241e-05,4.9753584767417034e-05,2022-03-17,4.0180608399344735e-06,4.0180608399344735e-06,3.0485491886496813e-08,3.0485491886496813e-08,1.9585972578886701
Elrond,EGLD,0.003943735235218681,0.9123904881101377,0.5682747342600163,0.1523422377080913,0.00550296263343598,0.004490547587318854,2022-03-16,0.003943735235218681,0.003943735235218681,0.0,0.0,1.225454424204683
Elrond,EGLD,0.0038619733912149384,0.8773466833541927,0.5118560915780866,0.1314363143631436,0.002815003366675569,0.004438835582240701,2022-03-17,0.0039028543132168096,0.0039028543132168096,5.781435433736291e-05,5.781435433736291e-05,0.6341759410423192
Energy Web Token,EWT,0.00011912482312671793,0.8998748435544431,0.5208503679476696,0.11614401858304295,3.839278824924814e-05,0.00017991715957105077,2022-03-16,0.00011912482312671793,0.00011912482312671793,0.0,0.0,0.21339029001175727
Energy Web Token,EWT,0.00012203622410014496,0.8811013767209012,0.5486508585445625,0.1041424699961285,2.2070366487994182e-05,0.00018728012237258335,2022-03-17,0.00012058052361343144,0.00012058052361343144,2.058671371063372e-06,2.058671371063372e-06,0.11784618870494942
Enjin Coin,ENJ,3.396634465397757e-05,0.9036295369211514,0.5690923957481602,0.11691831204026323,0.0023098626120286797,0.0015913159642518156,2022-03-16,3.396634465397757e-05,3.396634465397757e-05,0.0,0.0,1.4515414992227527
Enjin Coin,ENJ,3.445157814954874e-05,0.886107634543179,0.5421095666394112,0.11207897793263644,0.0019529152393198922,0.0016295732359633793,2022-03-17,3.4208961401763154e-05,3.4208961401763154e-05,3.431118951772302e-07,3.431118951772302e-07,1.19842054213956
Enzyme,MLN,0.0013084321207716557,0.9061326658322904,0.5445625511038429,0.11691831204026323,0.00012422963392686581,1.6088023689884065e-05,2022-03-16,0.0013084321207716557,0.0013084321207716557,0.0,0.0,7.721390453603155
Enzyme,MLN,0.0013166810901963657,0.8873591989987485,0.5331152902698282,0.1144018583042973,8.827749598351616e-05,1.691604861729408e-05,2022-03-17,0.0013125566054840107,0.0013125566054840107,5.832902218012916e-06,5.832902218012916e-06,5.21825632712737
Ergo,ERG,7.90930597420964e-05,0.8886107634543179,0.5314799672935404,0.1238869531552458,1.6319142222090876e-05,0.0001321498696954654,2022-03-16,7.90930597420964e-05,7.90930597420964e-05,0.0,0.0,0.12348872360581103
Ergo,ERG,7.90930597420964e-05,0.8735919899874844,0.5298446443172525,0.10878823073945022,2.5558622427708317e-05,0.00013458306251040107,2022-03-17,7.90930597420964e-05,7.90930597420964e-05,0.0,0.0,0.18990823988340425
Escoin Token,ELG,8.176184396773784e-05,0.9111389236545683,0.5453802125919869,0.1178861788617886,1.1840258326336554e-05,0.0002100249699914599,2022-03-16,8.176184396773784e-05,8.176184396773784e-05,0.0,0.0,0.056375210774258076
Escoin Token,ELG,8.030614348102433e-05,0.8873591989987485,0.5159443990188062,0.11130468447541615,1.249846183636723e-05,0.0002100249699914599,2022-03-17,8.103399372438108e-05,8.103399372438108e-05,1.0293356855316788e-06,1.0293356855316788e-06,0.05950912564229768
Ethereum,ETH,0.06658398287898774,0.9111389236545683,0.5560098119378577,0.1205962059620596,0.3408769457657339,0.42143523735511584,2022-03-16,0.06658398287898774,0.06658398287898774,0.0,0.0,0.8088477534441466
Ethereum,ETH,0.06852515947802021,0.886107634543179,0.5519215044971381,0.11459543166860238,0.23544344792643032,0.43686385208746137,2022-03-17,0.06755457117850397,0.06755457117850397,0.0013726191366565008,0.0013726191366565008,0.538940098299444
Ethereum Classic,ETC,0.0006533669017505762,0.916145181476846,0.5535568274734259,0.10994967092528066,0.005447800077022901,0.004519657966852566,2022-03-16,0.0006533669017505762,0.0006533669017505762,0.0,0.0,1.205356447682751
Ethereum Classic,ETC,0.0006577340032107167,0.886107634543179,0.5331152902698282,0.10104529616724736,0.004399301838950734,0.004584634776450567,2022-03-17,0.0006555504524806465,0.0006555504524806465,3.0880070565950556e-06,3.0880070565950556e-06,0.959574992096031
Ethereum Name Service,ENS,0.0003408765306027426,0.9311639549436797,0.5633687653311529,0.11111111111111108,0.0006780726843538728,0.00033573817868639373,2022-03-16,0.0003408765306027426,0.0003408765306027426,0.0,0.0,2.019641219731597
Ethereum Name Service,ENS,0.00036635128912022906,0.8773466833541927,0.5895339329517579,0.11362756484707699,0.0022577471099734857,0.0003669038327453999,2022-03-17,0.00035361390986148587,0.00035361390986148587,1.8013374496804405e-05,1.8013374496804405e-05,6.153495153170049
Euro Tether,EURT,2.668784222041003e-05,0.886107634543179,0.5347506132461161,0.11033681765389079,0.00043639605583283394,0.0002069555380267131,2022-03-16,2.668784222041003e-05,2.668784222041003e-05,0.0,0.0,2.108636238283546
Euro Tether,EURT,2.6930458968195617e-05,0.8811013767209012,0.5331152902698282,0.10859465737514515,0.00025403572720370746,0.00020955710975451575,2022-03-17,2.6809150594302823e-05,2.6809150594302823e-05,1.715559475886151e-07,1.715559475886151e-07,1.2122447921547608
EverRise,RISE,2.306635733031407e-08,0.8973717146433041,0.5944399018806213,0.11382113821138208,7.305052660639397e-06,7.345482394128622e-07,2022-03-16,2.306635733031407e-08,2.306635733031407e-08,0.0,0.0,9.931439257431329
Everdome,DOME,1.0269580163363932e-06,0.8760951188986233,0.6017988552739165,0.09446380178087492,0.0007727556726663272,0.00038386804172140464,2022-03-16,1.0269580163363932e-06,1.0269580163363932e-06,0.0,0.0,2.0130710963327942
Everdome,DOME,1.1616830680198308e-06,0.8498122653316647,0.6353229762878168,0.11536972512582266,0.001026338374686486,0.0004405750335895691,2022-03-17,1.094320542178112e-06,1.094320542178112e-06,9.526499764106675e-08,9.526499764106675e-08,2.329537461047189
Everipedia,IQ,2.1850401489473526e-07,0.8898623279098873,0.5535568274734259,0.11227255129694151,5.848756034540138e-05,3.0860247566241676e-05,2022-03-16,2.1850401489473526e-07,2.1850401489473526e-07,0.0,0.0,1.895178094140932
Everipedia,IQ,2.1793349649310406e-07,0.8748435544430538,0.5249386753883891,0.10704607046070458,4.90950292252626e-05,3.1280385582220556e-05,2022-03-17,2.1821875569391966e-07,2.1821875569391966e-07,4.0341743058512556e-10,4.0341743058512556e-10,1.5694646612190608
Everscale,EVER,4.649191916786504e-06,0.8673341677096371,0.5208503679476696,0.10820751064653501,1.1076194744268061e-07,0.00025280465312076475,2022-03-16,4.649191916786504e-06,4.649191916786504e-06,0.0,0.0,0.00043813081739026556
Everscale,EVER,4.674982077076112e-06,0.8811013767209012,0.5167620605069502,0.10588463027487414,2.5786567660274997e-07,0.0002482812133679621,2022-03-17,4.662086996931308e-06,4.662086996931308e-06,1.8236397228669752e-08,1.8236397228669752e-08,0.0010385990728243783
FEG Token,FEG,5.395796470751411e-14,0.902377972465582,0.5355682747342599,0.11265969802555166,1.8866791808368054e-05,0.00010992517276481504,2022-03-16,5.395796470751411e-14,5.395796470751411e-14,0.0,0.0,0.17163148078240836
FEG Token,FEG,5.405501140662834e-14,0.8660826032540676,0.5322976287816843,0.10820751064653501,1.0291193893753152e-05,0.0001117734980805965,2022-03-17,5.4006488057071224e-14,5.4006488057071224e-14,6.862237903544141e-17,6.862237903544141e-17,0.09207103651078395
FEG Token BSC,FEG,6.065418694639627e-14,0.916145181476846,0.5282093213409648,0.11769260549748352,8.722814701572435e-06,0.00012994967080173097,2022-03-16,6.065418694639627e-14,6.065418694639627e-14,0.0,0.0,0.06712404520697747
FEG Token BSC,FEG,5.844637454154741e-14,0.9123904881101377,0.5094031071136549,0.10549748354626401,4.662866042803256e-06,0.0001256414881232804,2022-03-17,5.955028074397184e-14,5.955028074397184e-14,1.561159123056406e-15,1.561159123056406e-15,0.03711217528761491
FLEX Coin,FLEX,9.631884883487294e-05,0.8836045056320401,0.5331152902698282,0.10762679055361979,0.022891119942385466,0.00031678657174235105,2022-03-16,9.631884883487294e-05,9.631884883487294e-05,0.0,0.0,72.26015786062219
FLEX Coin,FLEX,9.583361533930177e-05,0.8811013767209012,0.5273916598528209,0.10917537746806037,0.022803366758410465,0.0003166593816434799,2022-03-17,9.607623208708735e-05,9.607623208708735e-05,3.4311189517721824e-07,3.4311189517721824e-07,72.01206112384533
FTX Token,FTT,0.0010279671603315194,0.9061326658322904,0.5478331970564185,0.11672473867595816,0.0015723325558166846,0.00739350686441751,2022-03-16,0.0010279671603315194,0.0010279671603315194,0.0,0.0,0.21266394580897077
FTX Token,FTT,0.0010437372489375824,0.8823529411764707,0.5412919051512673,0.10878823073945022,0.001087738804455805,0.007540902925093265,2022-03-17,0.001035852204634551,0.001035852204634551,1.1151136593259888e-05,1.1151136593259888e-05,0.14424514822901047
FUNToken,FUN,2.652593355891935e-07,0.8961201501877347,0.5249386753883891,0.10588463027487414,1.4729135332166254e-05,6.447591119776715e-05,2022-03-16,2.652593355891935e-07,2.652593355891935e-07,0.0,0.0,0.22844046122166484
FUNToken,FUN,2.6864330167913594e-07,0.872340425531915,0.5380212591986917,0.10569105691056908,1.4516017068763198e-05,6.669024776563573e-05,2022-03-17,2.6695131863416473e-07,2.6695131863416473e-07,2.3928253695036256e-09,2.3928253695036256e-09,0.21766000120098106
Fantom,FTM,2.959924319383705e-05,0.9349186483103881,0.5461978740801308,0.09272164150212928,0.020248589404455515,0.003875146307341696,2022-03-16,2.959924319383705e-05,2.959924319383705e-05,0.0,0.0,5.2252437903698175
Fantom,FTM,2.959924319383705e-05,0.8773466833541927,0.5290269828291086,0.08730158730158727,0.011430759359167545,0.003914865165335672,2022-03-17,2.959924319383705e-05,2.959924319383705e-05,0.0,0.0,2.919834006174113
Fei USD,FEI,2.4261674742554178e-05,0.8823529411764707,0.5282093213409648,0.10859465737514515,0.00017699249975211995,0.0006332897431045243,2022-03-16,2.4261674742554178e-05,2.4261674742554178e-05,0.0,0.0,0.2794806361521495
Fei USD,FEI,2.4261674742554178e-05,0.8836045056320401,0.5306623058053965,0.10975609756097558,0.0001037065194945491,0.0006379874392591855,2022-03-17,2.4261674742554178e-05,2.4261674742554178e-05,0.0,0.0,0.16255234909110616
Fetch.ai,FET,7.954214301820859e-06,0.9086357947434294,0.5339329517579721,0.11265969802555166,0.00037191137482722785,0.00020448678002460866,2022-03-16,7.954214301820859e-06,7.954214301820859e-06,0.0,0.0,1.818746209589986
Fetch.ai,FET,8.079307496979107e-06,0.8936170212765958,0.5412919051512673,0.09639953542392564,0.00031447190341615035,0.00021079325999183606,2022-03-17,8.016760899399983e-06,8.016760899399983e-06,8.84542465766897e-08,8.84542465766897e-08,1.491842820712147
Filecoin,FIL,0.000418999123389701,0.9011264080100125,0.5363859362224038,0.10007742934572203,0.004563756746786052,0.003848592016971886,2022-03-16,0.000418999123389701,0.000418999123389701,0.0,0.0,1.1858247226091119
Filecoin,FIL,0.00042870379330112445,0.8836045056320401,0.5478331970564185,0.0960123886953155,0.0033492012180434843,0.003975403609933277,2022-03-17,0.0004238514583454127,0.0004238514583454127,6.862237903544576e-06,6.862237903544576e-06,0.8424805891895609
Floki Inu,FLOKI,6.875476711582553e-10,0.9311639549436797,0.5625511038430089,0.10085172280294229,0.0001118699138578294,0.00024733329977834535,2022-03-16,6.875476711582553e-10,6.875476711582553e-10,0.0,0.0,0.452302466572911
Floki Inu,FLOKI,7.006157370442303e-10,0.8811013767209012,0.543744889615699,0.08962446767324814,0.0001263203228825985,0.0002558366745652502,2022-03-17,6.940817041012428e-10,6.940817041012428e-10,9.24051800496548e-12,9.24051800496548e-12,0.49375184126910554
Flow,FLOW,0.00013174089401156834,0.902377972465582,0.5470155355682746,0.09775454897406115,0.000991757567413813,0.0023940023613718557,2022-03-16,0.00013174089401156834,0.00013174089401156834,0.0,0.0,0.41426740806474804
Flow,FLOW,0.00013877677969735032,0.8936170212765958,0.570727718724448,0.09775454897406115,0.002048520209655484,0.0025326033119542407,2022-03-17,0.00013525883685445934,0.00013525883685445934,4.9751224800697864e-06,4.9751224800697864e-06,0.8088591652419553
Flux,FLUX,3.469419489733433e-05,0.9011264080100125,0.5461978740801308,0.12485481997677117,0.000267357888452714,0.00034077596766821636,2022-03-16,3.469419489733433e-05,3.469419489733433e-05,0.0,0.0,0.7845538690074152
Flux,FLUX,3.469419489733433e-05,0.8836045056320401,0.5306623058053965,0.11653116531165308,0.00019243945716415525,0.0003385975828796449,2022-03-17,3.469419489733433e-05,3.469419489733433e-05,0.0,0.0,0.5683409999165826
Frax,FRAX,2.4222661969510253e-05,0.8785982478097623,0.5290269828291086,0.10801393728222994,0.00031404511454590623,0.0036097367663301167,2022-03-16,2.4222661969510253e-05,2.4222661969510253e-05,0.0,0.0,0.0869994262395365
Frax,FRAX,2.425053863383082e-05,0.8823529411764707,0.5282093213409648,0.10782036391792486,0.0002748983947645303,0.0036184051012668333,2022-03-17,2.4236600301670538e-05,2.4236600301670538e-05,1.9711778377931953e-08,1.9711778377931953e-08,0.07597223392595047
Frax Share,FXS,0.00043476921199576404,0.8886107634543179,0.5192150449713818,0.10917537746806037,8.345419143270841e-05,0.0012443880490878413,2022-03-16,0.00043476921199576404,0.00043476921199576404,0.0,0.0,0.06706438914251277
Frax Share,FXS,0.00042967426029226675,0.8836045056320401,0.5200327064595257,0.10569105691056908,5.4108408961669635e-05,0.0012339343389202446,2022-03-17,0.0004322217361440154,0.0004322217361440154,3.602674899360904e-06,3.602674899360904e-06,0.043850279066500526
Function X,FX,1.1859324950828079e-05,0.904881101376721,0.5322976287816843,0.10704607046070458,3.565704846160196e-05,0.0002092794567106463,2022-03-16,1.1859324950828079e-05,1.1859324950828079e-05,0.0,0.0,0.17037925577017365
Function X,FX,1.1895183706150788e-05,0.8710888610763454,0.5306623058053965,0.10317460317460314,4.8152489669792665e-05,0.00021209118765126844,2022-03-17,1.1877254328489433e-05,1.1877254328489433e-05,2.5355969053597266e-08,2.5355969053597266e-08,0.22703565936604495
GMX,GMX,0.0005526809514195584,0.916145181476846,0.5592804578904332,0.0960123886953155,6.670332377089637e-05,0.00013285520445637848,2022-03-16,0.0005526809514195584,0.0005526809514195584,0.0,0.0,0.5020715746308823
GMX,GMX,0.0006179448565738808,0.8848560700876096,0.6255110384300899,0.11072396438250093,5.470405957734762e-05,0.00016058937786786635,2022-03-17,0.0005853129039967197,0.0005853129039967197,4.614854990133696e-05,4.614854990133696e-05,0.3406434451655509
GPEX,GPX,9.292221436587474e-05,0.8886107634543179,0.5298446443172525,0.09407665505226478,3.0970414390232576e-06,0.00010164485519277217,2022-03-16,9.292221436587474e-05,9.292221436587474e-05,0.0,0.0,0.030468939762961254
GPEX,GPX,9.146651387916124e-05,0.8785982478097623,0.5143090760425183,0.09620596205962056,2.8801948574137496e-06,0.00010120949962198059,2022-03-17,9.219436412251799e-05,9.219436412251799e-05,1.0293356855316788e-06,1.0293356855316788e-06,0.028457470995313986
GXChain,GXC,3.9789146600831614e-05,0.9073842302878599,0.5216680294358135,0.10433604336043358,0.00019274433348119487,7.270101439339714e-05,2022-03-16,3.9789146600831614e-05,3.9789146600831614e-05,0.0,0.0,2.651155337158032
GXChain,GXC,3.930391310526045e-05,0.8735919899874844,0.5200327064595257,0.09910956252419664,0.00019063277629994548,7.250468100372833e-05,2022-03-17,3.954652985304603e-05,3.954652985304603e-05,3.4311189517722306e-07,3.4311189517722306e-07,2.629211582608857
Gains Farm,GFARM2,0.05501698681156218,0.8973717146433041,0.5551921504497137,0.11498257839721251,2.304255998179136e-06,1.971224757483908e-05,2022-03-16,0.05501698681156218,0.05501698681156218,0.0,0.0,0.11688870590354497
Gains Farm,GFARM2,0.056548626340332586,0.8811013767209012,0.552739165985282,0.12775842044134725,2.3907495284223297e-06,2.2871694939393823e-05,2022-03-17,0.055782806575947384,0.055782806575947384,0.0010830326971269207,0.0010830326971269207,0.104524173244873
Gala,GALA,5.5263485067305095e-06,0.9136420525657072,0.5666394112837285,0.11517615176151759,0.00952383451291162,0.002125054168642934,2022-03-16,5.5263485067305095e-06,5.5263485067305095e-06,0.0,0.0,4.481688124357527
Gala,GALA,5.58489192797117e-06,0.8798498122653317,0.5363859362224038,0.10530391018195895,0.0103363287240924,0.0021549691572188404,2022-03-17,5.55562021735084e-06,5.55562021735084e-06,4.13964501531319e-08,4.13964501531319e-08,4.796506665981978
GateToken,GT,0.00015818611952019712,0.8961201501877347,0.5535568274734259,0.10704607046070458,0.00013282825765855203,0.001177805855110723,2022-03-16,0.00015818611952019712,0.00015818611952019712,0.0,0.0,0.11277592508668592
GateToken,GT,0.00015333378456448542,0.8760951188986233,0.5028618152085036,0.09833526906697636,0.00011730010576113179,0.0011511986377012594,2022-03-17,0.00015575995204234128,0.00015575995204234128,3.4311189517722784e-06,3.4311189517722784e-06,0.10189380010174362
Gemini Dollar,GUSD,2.4261674742554178e-05,0.8848560700876096,0.5290269828291086,0.10820751064653501,5.490773622010749e-05,0.0003737769227541995,2022-03-16,2.4261674742554178e-05,2.4261674742554178e-05,0.0,0.0,0.14689935621536274
Gemini Dollar,GUSD,2.423991202027781e-05,0.8798498122653317,0.526573998364677,0.10782036391792486,4.487365819674001e-05,0.0003932929361646826,2022-03-17,2.4250793381415994e-05,2.4250793381415994e-05,1.5388568498699228e-08,1.5388568498699228e-08,0.11409699990378244
Gitcoin,GTC,0.0001375636959584224,0.9311639549436797,0.5772690106295992,0.10704607046070458,0.00022520448716662392,1.8754861189437027e-05,2022-03-16,0.0001375636959584224,0.0001375636959584224,0.0,0.0,12.007152585105246
Gitcoin,GTC,0.00013707846246285122,0.886107634543179,0.525756336876533,0.08826945412311263,0.00013547765926254696,1.87011712746503e-05,2022-03-17,0.0001373210792106368,0.0001373210792106368,3.4311189517723264e-07,3.4311189517723264e-07,7.243953510690975
Gnosis,GNO,0.007250116274040633,0.9073842302878599,0.5486508585445625,0.10743321718931473,4.977323792418808e-05,0.0006281939756125711,2022-03-16,0.007250116274040633,0.007250116274040633,0.0,0.0,0.07923214902451704
Gnosis,GNO,0.007428924817158609,0.8823529411764707,0.5486508585445625,0.10317460317460314,2.0581990790660245e-05,0.0006518351538333773,2022-03-17,0.0073395205455996215,0.0073395205455996215,0.00012643673337280758,0.00012643673337280758,0.03157540536777502
Golem,GLM,1.129007327549876e-05,0.9011264080100125,0.5461978740801308,0.09156020131629886,0.00027453521169331757,0.0005137657738706904,2022-03-16,1.129007327549876e-05,1.129007327549876e-05,0.0,0.0,0.5343576612107173
Golem,GLM,1.131938137863126e-05,0.8823529411764707,0.5306623058053965,0.09097948122338365,0.00020861378184109736,0.0005161608396812867,2022-03-17,1.1304727327065009e-05,1.1304727327065009e-05,2.0723958468705318e-08,2.0723958468705318e-08,0.40416351191306515
GuildFi,GF,3.7362979122975764e-05,0.8873591989987485,0.5339329517579721,0.11595044521873785,0.00012597388272184994,7.734123460769485e-07,2022-03-16,3.7362979122975764e-05,3.7362979122975764e-05,0.0,0.0,162.67029233200358
GuildFi,GF,3.833344611411811e-05,0.8823529411764707,0.5535568274734259,0.1116918312040263,6.985487460295654e-05,3.6147175845186304e-06,2022-03-17,3.7848212618546935e-05,3.7848212618546935e-05,6.862237903544557e-07,6.862237903544557e-07,19.319781750116
HUNT,HUNT,1.8677583413846375e-05,0.8873591989987485,0.5641864268192968,0.10181958962446765,0.0012595871571625728,2.3328068235563946e-05,2022-03-16,1.8677583413846375e-05,1.8677583413846375e-05,0.0,0.0,53.99217596022108
HUNT,HUNT,1.9926089197950995e-05,0.8798498122653317,0.5846279640228944,0.10917537746806037,0.001803409886369965,3.113318547478554e-05,2022-03-17,1.9301836305898685e-05,1.9301836305898685e-05,8.828269062910047e-07,8.828269062910047e-07,57.92378566738101
HUSD,HUSD,2.423991202027781e-05,0.8811013767209012,0.5290269828291086,0.10801393728222994,0.0007462693894345098,0.0003155851696941682,2022-03-16,2.423991202027781e-05,2.423991202027781e-05,0.0,0.0,2.36470878986146
HUSD,HUSD,2.4248282298076414e-05,0.8798498122653317,0.5282093213409648,0.10801393728222994,0.0003709525411403371,0.00032997238518125104,2022-03-17,2.4244097159177114e-05,2.4244097159177114e-05,5.918680191806381e-09,5.918680191806381e-09,1.1241892764671813
Handshake,HNS,3.7914931900149045e-06,0.904881101376721,0.4840556009811937,0.08710801393728221,3.4028843570793644e-06,1.0279518197759647e-05,2022-03-16,3.7914931900149045e-06,3.7914931900149045e-06,0.0,0.0,0.3310031937710035
Handshake,HNS,3.7844330426543443e-06,0.8760951188986233,0.5273916598528209,0.07549361207897791,2.9628219835909936e-06,1.0668362869588165e-05,2022-03-17,3.787963116334624e-06,3.787963116334624e-06,4.992278074828261e-09,4.992278074828261e-09,0.2776943684272084
Harmony,ONE,3.092029106149063e-06,0.9123904881101377,0.5421095666394112,0.10569105691056908,0.0012970479866853352,0.0018481250623476205,2022-03-16,3.092029106149063e-06,3.092029106149063e-06,0.0,0.0,0.7018179187613063
Harmony,ONE,3.178521976734624e-06,0.8898623279098873,0.5502861815208503,0.10123886953155244,0.0011448519962416206,0.0019109832001771969,2022-03-17,3.1352755414418433e-06,3.1352755414418433e-06,6.115969531534064e-08,6.115969531534064e-08,0.5990902468662292
Hathor,HTR,1.1635826402767997e-05,0.9461827284105132,0.5666394112837285,0.11285327138985674,5.849670853359313e-05,5.486386363922851e-05,2022-03-16,1.1635826402767997e-05,1.1635826402767997e-05,0.0,0.0,1.0661961892085674
Hathor,HTR,1.1929004480792098e-05,0.8823529411764707,0.5511038430089941,0.09852884243128143,9.145139946408261e-05,5.9794852679670175e-05,2022-03-17,1.1782415441780048e-05,1.1782415441780048e-05,2.073082070660799e-07,2.073082070660799e-07,1.529393684775983
Hedera,HBAR,4.852529013105604e-06,0.8961201501877347,0.5224856909239575,0.10336817653890822,0.0011315977904962195,0.00497047886321784,2022-03-16,4.852529013105604e-06,4.852529013105604e-06,0.0,0.0,0.2276636907575427
Hedera,HBAR,5.008240441834392e-06,0.8823529411764707,0.5535568274734259,0.10201316298877272,0.0008757512743739822,0.0051777012168224236,2022-03-17,4.930384727469998e-06,4.930384727469998e-06,1.1010460716237208e-07,1.1010460716237208e-07,0.16913898051700513
Helium,HNT,0.0005269635761542864,0.8785982478097623,0.5674570727718724,0.1130468447541618,0.0003869117107874486,0.002729473524741112,2022-03-16,0.0005269635761542864,0.0005269635761542864,0.0,0.0,0.14175318629293554
Helium,HNT,0.0005565628193841277,0.886107634543179,0.5748160261651676,0.11904761904761901,0.00037083642819323156,0.0028949788209996163,2022-03-17,0.000541763197769207,0.000541763197769207,2.0929825605810845e-05,2.0929825605810845e-05,0.12809637756479572
Hermez Network,HEZ,0.00014775359936541695,0.8923654568210263,0.5306623058053965,0.11072396438250093,1.8265479672450643e-06,4.689943951575207e-05,2022-03-16,0.00014775359936541695,0.00014775359936541695,0.0,0.0,0.03894522068671865
Hermez Network,HEZ,0.00014969453334770164,0.8836045056320401,0.5404742436631234,0.11053039101819587,1.1770737274298934e-06,4.83353277307516e-05,2022-03-17,0.00014872406635655928,0.00014872406635655928,1.3724475807089208e-06,1.3724475807089208e-06,0.024351740868411863
Hifi Finance,MFT,1.8332404368363728e-07,0.8948685857321652,0.4840556009811937,0.11807975222609365,0.0010037495648390056,6.39889739279289e-06,2022-03-16,1.8332404368363728e-07,1.8332404368363728e-07,0.0,0.0,156.83838399805552
Hifi Finance,MFT,1.8464054642629835e-07,0.8773466833541927,0.5339329517579721,0.11924119241192407,0.00023228765311178212,7.311785735580195e-06,2022-03-17,1.8398229505496783e-07,1.8398229505496783e-07,9.309080167863255e-10,9.309080167863255e-10,31.764591704306575
Hive,HIVE,2.108647657925989e-05,0.8998748435544431,0.5617334423548649,0.11014324428958573,0.00021499918267747867,0.0003311874622816544,2022-03-16,2.108647657925989e-05,2.108647657925989e-05,0.0,0.0,0.6491747363307474
Hive,HIVE,2.2368730352981486e-05,0.8848560700876096,0.579721995094031,0.10956252419667051,0.00047454022049205557,0.0003566138520760063,2022-03-17,2.1727603466120686e-05,2.1727603466120686e-05,9.066903386005827e-07,9.066903386005827e-07,1.3306799134403844
Holo,HOT,1.006365583164569e-07,0.9148936170212766,0.5502861815208503,0.11343399148277192,0.0010908696424089402,0.0008615627842211512,2022-03-16,1.006365583164569e-07,1.006365583164569e-07,0.0,0.0,1.2661507625869861
Holo,HOT,9.928963097265168e-08,0.8836045056320401,0.5175797219950939,0.10298102981029808,0.0007909831614666834,0.0008517543104908329,2022-03-17,9.996309464455429e-08,9.996309464455429e-08,9.524214585702502e-10,9.524214585702502e-10,0.9286506954806905
Hoo Token,HOO,3.251064416726407e-05,0.8785982478097623,0.5682747342600163,0.10530391018195895,0.0001445822123227022,5.8913809219136344e-05,2022-03-16,3.251064416726407e-05,3.251064416726407e-05,0.0,0.0,2.4540894596623746
